22.241180,11317.145109,2.273056,218.105578
22.232419,11321.634242,2.272730,219.105906
22.223290,11326.314810,2.272079,220.107239
22.216583,11329.754520,2.271101,221.106551
22.200186,11338.169388,2.271427,222.106876
22.226086,11324.880956,2.272079,223.106566
22.247511,11313.902007,2.273708,224.106892
22.252373,11311.412159,2.273056,225.108126
22.265400,11304.744206,2.274685,226.109310
22.265766,11304.557366,2.275011,227.108755
22.240811,11317.333914,2.272730,228.110211
22.220865,11327.558311,2.272405,229.109538
22.238013,11318.767357,2.272730,230.111069
22.247511,11313.902007,2.273708,231.112158
22.264670,11305.118047,2.274034,232.111453
22.291333,11291.484371,2.275337,233.112701
22.270999,11301.879784,2.274685,234.112827
22.310309,11281.792403,2.277291,235.112495
22.325399,11274.092740,2.278269,236.113229
22.348548,11262.292069,2.278920,237.113348
22.363640,11254.606266,2.279898,238.113100
22.370308,11251.212022,2.280875,239.113446
22.343291,11264.970334,2.279246,240.113718
22.339065,11267.124142,2.277943,241.115137
